quantity,unit_price,temperature,timestamp_hour,avgqty_pid_hour,avgqty_pid_dow,avgqty_cat_tsh,timestamp_day_of_week,timestamp_day_of_month,estimated_stock_pct
0.0,8.49,-0.028849840255591022,9,1.0,3.0,2.0,1,1,0.56
0.0,13.99,-0.028849840255591022,9,1.0,1.0,2.0,1,1,0.52
3.0,2.19,-0.028849840255591022,9,1.0,1.0,2.0,1,1,0.36
0.0,8.19,-0.028849840255591022,9,2.0,2.0,2.0,1,1,0.7849999999999999
0.0,22.19,-0.028849840255591022,9,1.0,3.0,1.0,1,1,0.33
0.0,23.99,-0.028849840255591022,9,1.0,1.0,1.0,1,1,0.81
3.0,11.99,-0.028849840255591022,9,1.0,2.0,1.0,1,1,0.8
0.0,9.99,-0.028849840255591022,9,2.0,2.0,2.0,1,1,0.54
0.0,9.99,-0.028849840255591022,9,0.0,1.0,1.0,1,1,0.65
2.0,13.19,-0.028849840255591022,9,2.0,1.0,2.0,1,1,0.68
0.0,7.19,-0.028849840255591022,9,2.0,2.0,3.0,1,1,0.5
0.0,9.99,-0.028849840255591022,9,3.0,2.0,2.0,1,1,0.85
0.0,2.99,-0.028849840255591022,9,1.0,1.0,1.0,1,1,0.345
0.0,14.19,-0.028849840255591022,9,1.0,2.0,1.0,1,1,0.05
0.0,3.49,-0.028849840255591022,9,2.0,3.0,2.0,1,1,0.175
3.0,4.99,-0.028849840255591022,9,2.0,2.0,5.0,1,1,0.12
0.0,7.49,-0.028849840255591022,9,0.0,1.0,1.0,1,1,0.74
4.0,3.99,-0.028849840255591022,9,3.0,4.0,5.0,1,1,0.01
3.0,6.49,-0.028849840255591022,9,3.0,2.0,2.0,1,1,0.63
6.0,7.49,-0.028849840255591022,9,3.0,3.0,3.0,1,1,0.11
0.0,8.99,-0.028849840255591022,9,1.0,1.0,3.0,1,1,0.32
1.0,8.19,-0.028849840255591022,9,1.0,2.0,3.0,1,1,0.41500000000000004
4.0,8.99,-0.028849840255591022,9,3.0,2.0,2.0,1,1,0.69
0.0,8.99,-0.028849840255591022,9,1.0,2.0,1.0,1,1,0.59
0.0,0.49,-0.028849840255591022,9,1.0,2.0,1.0,1,1,0.28500000000000003
2.0,15.99,-0.028849840255591022,9,4.0,2.0,1.0,1,1,0.18
10.0,1.99,-0.028849840255591022,9,3.0,5.0,5.0,1,1,0.32
4.0,8.19,-0.028849840255591022,9,2.0,2.0,3.0,1,1,0.91
0.0,2.49,-0.028849840255591022,9,3.0,2.0,3.0,1,1,0.95
0.0,1.19,-0.028849840255591022,9,0.0,1.0,1.0,1,1,0.33
0.0,5.49,-0.028849840255591022,9,1.0,1.0,2.0,1,1,0.3866666666666667
0.0,11.99,-0.028849840255591022,9,1.0,1.0,1.0,1,1,0.125
0.0,12.19,-0.028849840255591022,9,1.0,2.0,2.0,1,1,0.27
0.0,1.19,-0.028849840255591022,9,3.0,3.0,5.0,1,1,0.54
0.0,21.99,-0.028849840255591022,9,0.0,1.0,1.0,1,1,0.385
0.0,0.19,-0.028849840255591022,9,2.0,2.0,1.0,1,1,0.64
0.0,5.19,-0.028849840255591022,9,0.0,0.0,1.0,1,1,0.43
1.0,10.19,-0.028849840255591022,9,2.0,2.0,4.0,1,1,0.01
6.0,6.99,-0.028849840255591022,9,6.0,3.0,2.0,1,1,0.34
5.0,4.19,-0.028849840255591022,9,3.0,3.0,5.0,1,1,0.26
2.0,2.99,-0.028849840255591022,9,3.0,5.0,3.0,1,1,0.555
3.0,5.99,-0.028849840255591022,9,3.0,2.0,2.0,1,1,0.76
3.0,7.99,-0.028849840255591022,9,3.0,3.0,2.0,1,1,0.38
0.0,2.19,-0.028849840255591022,9,4.0,1.0,2.0,1,1,0.65
0.0,0.49,-0.028849840255591022,9,0.0,1.0,1.0,1,1,0.62
1.0,3.19,-0.028849840255591022,9,3.0,2.0,2.0,1,1,0.35000000000000003
8.0,2.99,-0.028849840255591022,9,3.0,3.0,2.0,1,1,0.47000000000000003
4.0,4.99,-0.028849840255591022,9,6.0,5.0,5.0,1,1,0.5625
1.0,19.99,-0.028849840255591022,9,2.0,2.0,2.0,1,1,0.8
1.0,6.99,-0.028849840255591022,9,3.0,2.0,2.0,1,1,0.11
0.0,5.19,-0.028849840255591022,9,0.0,1.0,2.0,1,1,0.12
0.0,8.99,-0.028849840255591022,9,1.0,3.0,3.0,1,1,0.53
0.0,8.49,-0.028849840255591022,9,2.0,1.0,1.0,1,1,0.97
6.0,15.49,-0.028849840255591022,9,2.0,2.0,1.0,1,1,0.645
0.0,0.19,-0.028849840255591022,9,0.0,2.0,1.0,1,1,0.62
0.0,7.99,1.2843137254901962,10,0.0,0.0,2.0,1,1,0.38
0.0,20.19,1.2843137254901962,10,0.0,2.0,2.0,1,1,0.34
0.0,8.19,1.2843137254901962,10,1.0,1.0,1.0,1,1,0.28500000000000003
0.0,12.49,1.2843137254901962,10,1.0,1.0,1.0,1,1,0.595
0.0,12.49,1.2843137254901962,10,3.0,1.0,1.0,1,1,0.62
0.0,10.99,1.2843137254901962,10,1.0,3.0,1.0,1,1,0.65
0.0,1.99,1.2843137254901962,10,0.0,1.0,2.0,1,1,0.655
0.0,13.49,1.2843137254901962,10,1.0,0.0,1.0,1,1,0.49666666666666665
0.0,11.19,1.2843137254901962,10,2.0,1.0,1.0,1,1,0.355
4.0,3.99,1.2843137254901962,10,5.0,4.0,4.0,1,1,0.495
0.0,16.99,1.2843137254901962,10,1.0,1.0,1.0,1,1,0.71
0.0,2.99,1.2843137254901962,10,1.0,0.0,1.0,1,1,0.49
0.0,19.99,1.2843137254901962,10,1.0,2.0,0.0,1,1,0.71
0.0,20.49,1.2843137254901962,10,1.0,2.0,0.0,1,1,0.27
2.0,8.19,1.2843137254901962,10,1.0,2.0,1.0,1,1,0.17
3.0,1.49,1.2843137254901962,10,4.0,3.0,4.0,1,1,0.4
0.0,16.99,1.2843137254901962,10,0.0,1.0,2.0,1,1,0.22
0.0,4.49,1.2843137254901962,10,0.0,3.0,1.0,1,1,0.49
0.0,12.49,1.2843137254901962,10,0.0,1.0,1.0,1,1,0.47
0.0,10.19,1.2843137254901962,10,1.0,1.0,1.0,1,1,0.94
0.0,16.49,1.2843137254901962,10,1.0,2.0,1.0,1,1,0.78
0.0,0.49,1.2843137254901962,10,1.0,1.0,2.0,1,1,0.61
0.0,8.19,1.2843137254901962,10,2.0,3.0,3.0,1,1,0.855
0.0,13.49,1.2843137254901962,10,1.0,0.0,1.0,1,1,0.64
0.0,3.49,1.2843137254901962,10,0.0,1.0,1.0,1,1,0.71
0.0,8.19,1.2843137254901962,10,2.0,2.0,1.0,1,1,0.04
0.0,9.99,1.2843137254901962,10,0.0,2.0,2.0,1,1,0.1
0.0,10.49,1.2843137254901962,10,2.0,3.0,2.0,1,1,0.845
0.0,19.19,1.2843137254901962,10,1.0,2.0,2.0,1,1,0.18
0.0,4.99,1.2843137254901962,10,1.0,1.0,3.0,1,1,0.48
0.0,10.99,1.2843137254901962,10,2.0,1.0,1.0,1,1,0.515
0.0,3.49,1.2843137254901962,10,3.0,2.0,1.0,1,1,0.85
0.0,6.19,1.2843137254901962,10,2.0,2.0,3.0,1,1,0.735
2.0,5.99,1.2843137254901962,10,2.0,3.0,1.0,1,1,0.92
0.0,7.49,1.2843137254901962,10,1.0,1.0,1.0,1,1,0.99
4.0,16.49,1.2843137254901962,10,2.0,2.0,2.0,1,1,0.3
2.0,5.49,1.2843137254901962,10,1.0,2.0,3.0,1,1,0.92
3.0,5.49,1.2843137254901962,10,3.0,2.0,2.0,1,1,0.29
0.0,9.49,1.2843137254901962,10,1.0,2.0,1.0,1,1,0.8
0.0,16.19,1.2843137254901962,10,2.0,2.0,1.0,1,1,0.55
0.0,5.19,1.2843137254901962,10,0.0,1.0,2.0,1,1,0.46499999999999997
0.0,18.49,1.2843137254901962,10,2.0,1.0,1.0,1,1,0.53
0.0,7.19,1.2843137254901962,10,0.0,2.0,2.0,1,1,0.02
2.0,3.19,1.2843137254901962,10,1.0,2.0,2.0,1,1,0.01
0.0,19.19,1.2843137254901962,10,1.0,2.0,1.0,1,1,0.51
0.0,15.49,1.2843137254901962,10,1.0,2.0,2.0,1,1,0.23
0.0,3.99,1.2843137254901962,10,0.0,1.0,1.0,1,1,0.62
0.0,11.99,1.2843137254901962,10,2.0,2.0,1.0,1,1,0.43
3.0,3.99,1.2843137254901962,10,3.0,4.0,4.0,1,1,0.07
0.0,12.19,1.2843137254901962,10,1.0,1.0,1.0,1,1,0.1
0.0,6.49,1.2843137254901962,10,2.0,3.0,1.0,1,1,0.63
0.0,3.49,1.2843137254901962,10,1.0,2.0,2.0,1,1,0.84
0.0,4.19,1.2843137254901962,10,3.0,3.0,3.0,1,1,0.34
0.0,3.99,1.2843137254901962,10,0.0,1.0,2.0,1,1,0.43
0.0,15.19,1.2843137254901962,10,1.0,0.0,1.0,1,1,0.045
0.0,10.99,1.2843137254901962,10,2.0,2.0,2.0,1,1,0.475
0.0,12.99,1.2843137254901962,10,2.0,3.0,1.0,1,1,0.99
0.0,5.49,1.2843137254901962,10,1.0,1.0,1.0,1,1,0.4466666666666667
5.0,9.49,1.2843137254901962,10,2.0,2.0,3.0,1,1,0.5433333333333333
0.0,11.19,1.2843137254901962,10,0.0,2.0,2.0,1,1,0.32
0.0,8.99,1.2843137254901962,10,0.0,0.0,1.0,1,1,0.52
0.0,10.49,1.2843137254901962,10,0.0,2.0,2.0,1,1,0.4
0.0,9.99,1.2843137254901962,10,0.0,1.0,2.0,1,1,0.66
2.0,4.19,1.2843137254901962,10,1.0,1.0,3.0,1,1,0.11
0.0,19.49,1.2843137254901962,10,1.0,2.0,1.0,1,1,0.79
0.0,8.99,1.2843137254901962,10,2.0,1.0,1.0,1,1,0.25
4.0,2.49,1.2843137254901962,10,2.0,5.0,6.0,1,1,0.9
3.0,17.19,1.2843137254901962,10,3.0,4.0,2.0,1,1,0.45999999999999996
0.0,6.99,1.2843137254901962,10,1.0,1.0,1.0,1,1,0.82
0.0,7.19,1.2843137254901962,10,1.0,1.0,1.0,1,1,0.91
0.0,20.99,1.2843137254901962,10,0.0,1.0,0.0,1,1,0.6599999999999999
2.0,12.49,1.2843137254901962,10,1.0,2.0,1.0,1,1,0.88
0.0,6.49,1.2843137254901962,10,0.0,2.0,2.0,1,1,0.26
1.0,16.99,1.2843137254901962,10,2.0,2.0,1.0,1,1,0.65
0.0,5.49,1.2843137254901962,10,1.0,0.0,1.0,1,1,0.03
0.0,4.99,1.2843137254901962,10,1.0,1.0,2.0,1,1,0.26
0.0,1.19,1.2843137254901962,10,1.0,0.0,2.0,1,1,0.63
0.0,11.49,1.2843137254901962,10,2.0,2.0,0.0,1,1,0.68
1.0,7.19,1.2843137254901962,10,1.0,1.0,1.0,1,1,0.69
4.0,10.99,1.2843137254901962,10,3.0,4.0,2.0,1,1,0.02
7.0,0.19,1.2843137254901962,10,8.0,4.0,4.0,1,1,0.36
2.0,3.99,1.2843137254901962,10,1.0,1.0,2.0,1,1,0.25
1.0,11.49,1.2843137254901962,10,2.0,1.0,1.0,1,1,0.14500000000000002
0.0,4.49,1.2843137254901962,10,2.0,4.0,4.0,1,1,0.43
0.0,4.49,1.2843137254901962,10,1.0,0.0,2.0,1,1,0.41
0.0,12.99,1.2843137254901962,10,2.0,2.0,0.0,1,1,0.71
0.0,2.19,1.2843137254901962,10,1.0,0.0,1.0,1,1,0.79
4.0,1.49,1.2843137254901962,10,3.0,3.0,6.0,1,1,0.37
0.0,4.49,1.2843137254901962,10,1.0,1.0,2.0,1,1,0.54
0.0,10.19,1.2843137254901962,10,2.0,2.0,2.0,1,1,0.28
0.0,1.49,1.2843137254901962,10,3.0,3.0,6.0,1,1,0.53
1.0,17.99,1.2843137254901962,10,2.0,2.0,1.0,1,1,0.485
0.0,7.49,1.2843137254901962,10,2.0,1.0,2.0,1,1,0.55
3.0,5.49,1.2843137254901962,10,1.0,3.0,2.0,1,1,0.95
0.0,9.49,1.2843137254901962,10,0.0,1.0,1.0,1,1,0.2
2.0,2.19,1.2843137254901962,10,2.0,1.0,1.0,1,1,0.73
0.0,8.19,1.2843137254901962,10,2.0,2.0,1.0,1,1,0.755
4.0,5.99,1.2843137254901962,10,2.0,2.0,3.0,1,1,0.28
0.0,23.99,1.2843137254901962,10,1.0,1.0,0.0,1,1,0.37
0.0,18.49,1.2843137254901962,10,1.0,2.0,1.0,1,1,0.4425
0.0,9.99,1.2843137254901962,10,1.0,1.0,1.0,1,1,0.26666666666666666
3.0,1.99,1.2843137254901962,10,2.0,4.0,6.0,1,1,0.56
0.0,13.19,1.2843137254901962,10,4.0,1.0,2.0,1,1,0.59
0.0,5.19,1.2843137254901962,10,1.0,2.0,2.0,1,1,0.87
3.0,7.19,1.2843137254901962,10,1.0,2.0,3.0,1,1,0.51
0.0,9.99,1.2843137254901962,10,2.0,2.0,3.0,1,1,0.68
0.0,13.99,1.2843137254901962,10,1.0,1.0,1.0,1,1,0.77
0.0,2.49,1.2843137254901962,10,1.0,1.0,1.0,1,1,0.01
2.0,3.49,1.2843137254901962,10,2.0,3.0,3.0,1,1,0.28500000000000003
0.0,7.49,1.2843137254901962,10,0.0,1.0,2.0,1,1,0.2
1.0,6.49,1.2843137254901962,10,3.0,2.0,2.0,1,1,0.96
6.0,7.49,1.2843137254901962,10,3.0,3.0,2.0,1,1,0.545
0.0,8.99,1.2843137254901962,10,2.0,1.0,2.0,1,1,0.71
5.0,8.19,1.2843137254901962,10,2.0,2.0,2.0,1,1,0.91
0.0,8.99,1.2843137254901962,10,2.0,2.0,1.0,1,1,0.63
0.0,18.19,1.2843137254901962,10,1.0,0.0,1.0,1,1,0.86
0.0,0.49,1.2843137254901962,10,0.0,2.0,1.0,1,1,0.55
0.0,15.99,1.2843137254901962,10,1.0,2.0,1.0,1,1,0.72
4.0,9.19,1.2843137254901962,10,3.0,2.0,3.0,1,1,0.05
1.0,1.99,1.2843137254901962,10,6.0,5.0,6.0,1,1,0.45
0.0,14.99,1.2843137254901962,10,2.0,2.0,0.0,1,1,0.57
0.0,13.49,1.2843137254901962,10,1.0,0.0,1.0,1,1,0.44
1.0,5.49,1.2843137254901962,10,4.0,1.0,3.0,1,1,0.5
0.0,12.19,1.2843137254901962,10,1.0,2.0,1.0,1,1,0.58
13.0,1.19,1.2843137254901962,10,5.0,3.0,6.0,1,1,0.98
0.0,21.99,1.2843137254901962,10,1.0,1.0,0.0,1,1,0.94
4.0,18.99,1.2843137254901962,10,2.0,3.0,2.0,1,1,0.195
2.0,10.19,1.2843137254901962,10,1.0,2.0,1.0,1,1,0.25
4.0,4.19,1.2843137254901962,10,3.0,3.0,6.0,1,1,0.45999999999999996
0.0,2.99,1.2843137254901962,10,1.0,5.0,2.0,1,1,0.3433333333333333
4.0,9.19,1.2843137254901962,10,3.0,2.0,2.0,1,1,0.74
0.0,3.49,1.2843137254901962,10,2.0,2.0,2.0,1,1,0.36
1.0,11.19,1.2843137254901962,10,1.0,2.0,1.0,1,1,0.625
0.0,2.19,1.2843137254901962,10,2.0,1.0,3.0,1,1,0.88
0.0,8.49,1.2843137254901962,10,3.0,2.0,2.0,1,1,0.52
1.0,8.19,1.2843137254901962,10,1.0,3.0,2.0,1,1,0.12
0.0,4.99,1.2843137254901962,10,2.0,1.0,1.0,1,1,0.19
0.0,0.49,1.2843137254901962,10,1.0,1.0,2.0,1,1,0.98
0.0,8.99,1.2843137254901962,10,2.0,2.0,1.0,1,1,0.45
0.0,5.49,1.2843137254901962,10,0.0,0.0,2.0,1,1,0.26
1.0,4.99,1.2843137254901962,10,5.0,5.0,4.0,1,1,0.54
1.0,6.99,1.2843137254901962,10,1.0,2.0,3.0,1,1,0.7050000000000001
0.0,15.49,1.2843137254901962,10,2.0,2.0,0.0,1,1,0.83
3.0,7.99,1.2843137254901962,10,2.0,2.0,1.0,1,1,0.5
0.0,3.19,1.2843137254901962,10,1.0,2.0,2.0,1,1,0.68
0.0,11.19,-0.56,11,3.0,1.0,3.0,1,1,0.45999999999999996
8.0,1.49,-0.56,11,5.0,4.0,3.0,1,1,0.94
0.0,14.19,-0.56,11,1.0,1.0,1.0,1,1,0.93
0.0,8.19,-0.56,11,0.0,1.0,1.0,1,1,0.35
4.0,2.49,-0.56,11,4.0,2.0,3.0,1,1,0.13
4.0,0.49,-0.56,11,3.0,4.0,3.0,1,1,0.65
0.0,12.49,-0.56,11,1.0,1.0,1.0,1,1,0.37
0.0,15.99,-0.56,11,0.0,1.0,2.0,1,1,0.09
4.0,1.99,-0.56,11,2.0,1.0,2.0,1,1,0.43
0.0,11.19,-0.56,11,2.0,1.0,1.0,1,1,0.5566666666666666
0.0,16.19,-0.56,11,2.0,2.0,2.0,1,1,0.4
1.0,3.99,-0.56,11,3.0,4.0,3.0,1,1,0.07
0.0,20.49,-0.56,11,4.0,2.0,1.0,1,1,0.48
2.0,1.49,-0.56,11,3.0,3.0,3.0,1,1,0.55
0.0,20.49,-0.56,11,1.0,1.0,1.0,1,1,0.85
0.0,7.49,-0.56,11,0.0,1.0,2.0,1,1,0.45
0.0,8.49,-0.56,11,0.0,0.0,1.0,1,1,0.555
0.0,18.19,-0.56,11,1.0,2.0,3.0,1,1,0.57
2.0,10.19,-0.56,11,2.0,1.0,1.0,1,1,0.45
0.0,16.19,-0.56,11,0.0,1.0,2.0,1,1,0.48
4.0,8.19,-0.56,11,2.0,3.0,2.0,1,1,0.8433333333333333
0.0,18.49,-0.56,11,0.0,2.0,3.0,1,1,0.82
0.0,8.19,-0.56,11,0.0,2.0,2.0,1,1,0.72
0.0,9.99,-0.56,11,2.0,2.0,2.0,1,1,0.13
0.0,3.19,-0.56,11,1.0,1.0,1.0,1,1,0.67
10.0,10.49,-0.56,11,3.0,3.0,3.0,1,1,0.16
0.0,4.19,-0.56,11,1.0,2.0,2.0,1,1,0.575
0.0,3.49,-0.56,11,2.0,2.0,3.0,1,1,0.36
0.0,14.49,-0.56,11,0.0,1.0,1.0,1,1,0.98
0.0,7.99,-0.56,11,0.0,1.0,2.0,1,1,0.4
0.0,4.99,-0.56,11,3.0,1.0,2.0,1,1,0.835
4.0,16.19,-0.56,11,2.0,3.0,3.0,1,1,0.38
0.0,16.49,-0.56,11,1.0,2.0,2.0,1,1,0.28
0.0,5.49,-0.56,11,1.0,2.0,2.0,1,1,0.22
4.0,16.19,-0.56,11,2.0,2.0,2.0,1,1,0.51
0.0,18.49,-0.56,11,0.0,1.0,1.0,1,1,0.62
0.0,7.19,-0.56,11,2.0,2.0,3.0,1,1,1.0
1.0,17.19,-0.56,11,1.0,1.0,2.0,1,1,0.08
3.0,0.49,-0.56,11,6.0,4.0,3.0,1,1,0.555
0.0,7.49,-0.56,11,6.0,2.0,2.0,1,1,0.535
0.0,11.99,-0.56,11,1.0,2.0,2.0,1,1,0.5
0.0,3.99,-0.56,11,2.0,4.0,3.0,1,1,0.085
3.0,12.19,-0.56,11,2.0,1.0,1.0,1,1,0.81
4.0,6.49,-0.56,11,1.0,3.0,3.0,1,1,0.01
0.0,7.19,-0.56,11,3.0,2.0,1.0,1,1,0.05
0.0,3.99,-0.56,11,0.0,1.0,2.0,1,1,0.07
3.0,10.99,-0.56,11,3.0,2.0,2.0,1,1,0.795
3.0,12.99,-0.56,11,2.0,3.0,1.0,1,1,1.0
0.0,5.49,-0.56,11,2.0,1.0,1.0,1,1,0.75
0.0,10.49,-0.56,11,1.0,2.0,2.0,1,1,0.12
3.0,4.49,-0.56,11,4.0,4.0,3.0,1,1,0.5
0.0,9.99,-0.56,11,0.0,1.0,1.0,1,1,0.74
3.0,16.49,-0.56,11,1.0,2.0,1.0,1,1,0.635
0.0,8.49,-0.56,11,0.0,0.0,2.0,1,1,0.95
0.0,8.19,-0.56,11,1.0,2.0,2.0,1,1,0.87
3.0,19.49,-0.56,11,3.0,2.0,1.0,1,1,0.32
2.0,8.49,-0.56,11,3.0,2.0,1.0,1,1,0.4325
